,number,values_0,values_1,datetime_start,datetime_complete,duration,params_dim,params_window_length,system_attrs_nsga2:generation,state
157,157,-0.23845404522989333,0.11081367381066025,2024-05-10 16:46:51.217485,2024-05-10 16:46:52.054591,0 days 00:00:00.837106,3,140,3,COMPLETE
158,158,-0.45587147954866347,0.1320319549156941,2024-05-10 16:46:52.068348,2024-05-10 16:46:58.867220,0 days 00:00:06.798872,29,65,3,COMPLETE
159,159,-1.5151639684136282,0.19570467445995074,2024-05-10 16:46:58.883913,2024-05-10 16:46:59.921368,0 days 00:00:01.037455,26,115,3,COMPLETE
160,160,-0.4230192390962232,0.13817128904936676,2024-05-10 16:46:59.927320,2024-05-10 16:47:10.398984,0 days 00:00:10.471664,78,149,3,COMPLETE
161,161,-0.9841292866876545,0.16741931282606934,2024-05-10 16:47:10.402876,2024-05-10 16:47:16.027273,0 days 00:00:05.624397,69,95,3,COMPLETE
162,162,-0.17135474695375655,0.1267444382190071,2024-05-10 16:47:16.040572,2024-05-10 16:47:20.941751,0 days 00:00:04.901179,75,5,3,COMPLETE
163,163,-0.36099611826688754,0.11351070434000551,2024-05-10 16:47:20.954938,2024-05-10 16:47:22.257934,0 days 00:00:01.302996,3,64,3,COMPLETE
164,164,-0.8746366661579608,0.15393505438173882,2024-05-10 16:47:22.263419,2024-05-10 16:47:32.299168,0 days 00:00:10.035749,34,103,3,COMPLETE
165,165,-1.1334833740306796,0.177642483054258,2024-05-10 16:47:32.301243,2024-05-10 16:47:36.748832,0 days 00:00:04.447589,34,115,3,COMPLETE
166,166,-0.09479911668492133,0.11941636273462056,2024-05-10 16:47:36.753136,2024-05-10 16:47:44.718026,0 days 00:00:07.964890,72,6,3,COMPLETE
167,167,-1.3542738158091077,0.18310115778553976,2024-05-10 16:47:44.723305,2024-05-10 16:47:53.144042,0 days 00:00:08.420737,81,190,3,COMPLETE
168,168,-0.16740777734654028,0.10178269080182796,2024-05-10 16:47:53.151707,2024-05-10 16:47:57.574524,0 days 00:00:04.422817,5,72,3,COMPLETE
